case_id,generator,trace_size,used,available,utilization
case-b085a2007e479de4,gemma4:12b,1,1,1,1.0
case-b085a2007e479de4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b085a2007e479de4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b1233900f3207045,gemma4:12b,1,1,1,1.0
case-b1233900f3207045,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b1233900f3207045,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b17e4f9154dfdade,gemma4:12b,1,1,1,1.0
case-b17e4f9154dfdade,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b17e4f9154dfdade,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b1bd5903a8a5a8f6,gemma4:12b,1,1,1,1.0
case-b1bd5903a8a5a8f6,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b1bd5903a8a5a8f6,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b3312c490a6b7f35,gemma4:12b,1,1,1,1.0
case-b3312c490a6b7f35,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b3a26749b9460c48,gemma4:12b,2,2,2,1.0
case-b3a26749b9460c48,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-b3a26749b9460c48,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-b3cdbd3cb5d3d955,gemma4:12b,1,1,1,1.0
case-b3cdbd3cb5d3d955,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b3cdbd3cb5d3d955,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b3f16b5164e10b07,gemma4:12b,2,2,2,1.0
case-b3f16b5164e10b07,llama3.1:8b-instruct-q8_0,2,0,2,0.0
case-b3f16b5164e10b07,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-b4945433af72c0a4,gemma4:12b,2,1,2,0.5
case-b4945433af72c0a4,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-b4945433af72c0a4,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-b5891b17e9582be0,gemma4:12b,1,1,1,1.0
case-b5891b17e9582be0,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b5891b17e9582be0,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b5e8dcbb166dc1a5,gemma4:12b,1,1,1,1.0
case-b5e8dcbb166dc1a5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b5e8dcbb166dc1a5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b5ee39d6fbabdf4f,gemma4:12b,2,1,2,0.5
case-b5ee39d6fbabdf4f,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-b5ee39d6fbabdf4f,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-b60b460e7c8a1415,gemma4:12b,1,1,1,1.0
case-b60b460e7c8a1415,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b60b460e7c8a1415,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b6a634f1b3ff7f97,gemma4:12b,1,1,1,1.0
case-b6a634f1b3ff7f97,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b6a634f1b3ff7f97,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b7ae4222adecca7d,gemma4:12b,2,1,2,0.5
case-b7ae4222adecca7d,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-b7ae4222adecca7d,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-b7db40718b1b1be4,gemma4:12b,1,1,1,1.0
case-b7db40718b1b1be4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b7db40718b1b1be4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b84372a3927144c5,gemma4:12b,2,2,2,1.0
case-b84372a3927144c5,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-b84372a3927144c5,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-b8c19d6762d091d5,gemma4:12b,2,2,2,1.0
case-b8c19d6762d091d5,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-b8c19d6762d091d5,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-b8f2bcf32108d0c3,gemma4:12b,1,1,1,1.0
case-b8f2bcf32108d0c3,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b8f2bcf32108d0c3,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ba3567f28e01ac21,gemma4:12b,1,1,1,1.0
case-ba3567f28e01ac21,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ba3567f28e01ac21,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ba8022d57a581386,gemma4:12b,1,1,1,1.0
case-ba8022d57a581386,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ba8022d57a581386,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-baa6ef97872fb508,gemma4:12b,2,2,2,1.0
case-baa6ef97872fb508,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-baa6ef97872fb508,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-bb8ed6669fb54720,gemma4:12b,2,2,2,1.0
case-bb8ed6669fb54720,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-bb8ed6669fb54720,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-bc1649aa0856ead1,gemma4:12b,1,1,1,1.0
case-bc1649aa0856ead1,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-bc1649aa0856ead1,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-bc859b1be1396c88,gemma4:12b,2,2,2,1.0
case-bc859b1be1396c88,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-bc859b1be1396c88,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-bda9bec6986aa6d5,gemma4:12b,1,1,1,1.0
case-bda9bec6986aa6d5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-bda9bec6986aa6d5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-bdc08581897cce21,gemma4:12b,2,2,2,1.0
case-bdc08581897cce21,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-bdc08581897cce21,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-bdeb5168bcfb859b,gemma4:12b,1,0,1,0.0
case-bdeb5168bcfb859b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-bdeb5168bcfb859b,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-be0abfcd0d857983,gemma4:12b,2,2,2,1.0
case-be0abfcd0d857983,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-be0abfcd0d857983,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-be88815e58ac6c18,gemma4:12b,1,1,1,1.0
case-be88815e58ac6c18,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-be88815e58ac6c18,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-bfbe632a003f2e33,gemma4:12b,2,2,2,1.0
case-bfbe632a003f2e33,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-bfbe632a003f2e33,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-c181eab928e092e3,gemma4:12b,1,1,1,1.0
case-c181eab928e092e3,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c181eab928e092e3,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c270f940d4973229,gemma4:12b,1,1,1,1.0
case-c270f940d4973229,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c270f940d4973229,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c2ea09f4e654ee14,gemma4:12b,1,1,1,1.0
case-c2ea09f4e654ee14,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c2ea09f4e654ee14,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c30772c778470c1b,gemma4:12b,1,1,1,1.0
case-c30772c778470c1b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c30772c778470c1b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c3143592be34268f,gemma4:12b,1,1,1,1.0
case-c3143592be34268f,llama3.1:8b-instruct-q8_0,1,0,1,0.0
case-c3143592be34268f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c6675b2abc9a33c8,gemma4:12b,1,1,1,1.0
case-c6675b2abc9a33c8,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c6675b2abc9a33c8,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c6ff8ba375e0134a,gemma4:12b,1,1,1,1.0
case-c6ff8ba375e0134a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c6ff8ba375e0134a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c84b7c490ea74db8,gemma4:12b,1,1,1,1.0
case-c84b7c490ea74db8,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c84b7c490ea74db8,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c8733bf42c735e40,gemma4:12b,1,1,1,1.0
case-c8733bf42c735e40,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c8733bf42c735e40,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-c936f56876e91fd4,gemma4:12b,1,1,1,1.0
case-c936f56876e91fd4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-c936f56876e91fd4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ca0a8ac2914f204b,gemma4:12b,2,2,2,1.0
case-ca0a8ac2914f204b,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-ca0a8ac2914f204b,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-ca964518d3cf3a78,gemma4:12b,1,1,1,1.0
case-ca964518d3cf3a78,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ca964518d3cf3a78,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-cb4f24893461fd71,gemma4:12b,2,2,2,1.0
case-cb4f24893461fd71,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-cb4f24893461fd71,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-cb88fa6460eba1c4,gemma4:12b,2,2,2,1.0
case-cb88fa6460eba1c4,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-cb88fa6460eba1c4,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-cbeb071042b6e4ed,gemma4:12b,1,1,1,1.0
case-cbeb071042b6e4ed,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-cbeb071042b6e4ed,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-cce943551dd396ff,gemma4:12b,1,1,1,1.0
case-cce943551dd396ff,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-cce943551dd396ff,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-cdb1042803b6b97b,gemma4:12b,1,1,1,1.0
case-cdb1042803b6b97b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-cdb1042803b6b97b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ce01f7be5bfa3633,gemma4:12b,3,3,3,1.0
case-ce01f7be5bfa3633,llama3.1:8b-instruct-q8_0,3,2,3,0.6666666666666666
case-ce01f7be5bfa3633,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-cea00e98dc6ed9f0,gemma4:12b,2,1,2,0.5
case-cea00e98dc6ed9f0,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-cea00e98dc6ed9f0,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-cf4175b42222defb,gemma4:12b,1,1,1,1.0
case-cf4175b42222defb,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-cf4175b42222defb,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-cf60faf5d470f130,gemma4:12b,1,1,1,1.0
case-cf60faf5d470f130,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-cf60faf5d470f130,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d0b1e265804f2872,gemma4:12b,1,1,1,1.0
case-d0b1e265804f2872,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d0b1e265804f2872,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d223bc3f33c919fd,gemma4:12b,1,1,1,1.0
case-d223bc3f33c919fd,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d223bc3f33c919fd,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d22ea202d39b847b,gemma4:12b,1,1,1,1.0
case-d22ea202d39b847b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d22ea202d39b847b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d2dd2c4d72f5d594,gemma4:12b,1,1,1,1.0
case-d2dd2c4d72f5d594,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d2dd2c4d72f5d594,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d33b8ae29039eeb2,gemma4:12b,2,2,2,1.0
case-d33b8ae29039eeb2,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-d33b8ae29039eeb2,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-d348b640a9485d13,gemma4:12b,1,1,1,1.0
case-d348b640a9485d13,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d348b640a9485d13,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d3bb3e5a52055602,gemma4:12b,2,1,2,0.5
case-d3bb3e5a52055602,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-d3bb3e5a52055602,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-d48012afabfc541c,gemma4:12b,1,1,1,1.0
case-d48012afabfc541c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d48012afabfc541c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d7546ae32c13aa41,gemma4:12b,1,1,1,1.0
case-d7546ae32c13aa41,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d7546ae32c13aa41,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d76b705cb65ceadb,gemma4:12b,2,2,2,1.0
case-d76b705cb65ceadb,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-d76b705cb65ceadb,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-d78b871ae57c7a59,gemma4:12b,1,1,1,1.0
case-d78b871ae57c7a59,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d78b871ae57c7a59,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d7a80111090270f9,gemma4:12b,1,1,1,1.0
case-d7a80111090270f9,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d7a80111090270f9,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d8aadaa848419451,gemma4:12b,2,2,2,1.0
case-d8aadaa848419451,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-d8aadaa848419451,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-d8fbd9dab9d7be6c,gemma4:12b,3,2,3,0.6666666666666666
case-d8fbd9dab9d7be6c,llama3.1:8b-instruct-q8_0,3,0,3,0.0
case-d8fbd9dab9d7be6c,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-d9ba9bc0fcd90fbc,gemma4:12b,1,1,1,1.0
case-d9ba9bc0fcd90fbc,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d9ba9bc0fcd90fbc,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-d9d7717598efb49e,gemma4:12b,1,1,1,1.0
case-d9d7717598efb49e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-d9d7717598efb49e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-da5e8a8783a81611,gemma4:12b,2,1,2,0.5
case-da5e8a8783a81611,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-da5e8a8783a81611,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-dabccffdd553496f,gemma4:12b,2,2,2,1.0
case-dabccffdd553496f,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-dabccffdd553496f,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-db1c2c547b1e24bc,gemma4:12b,2,1,2,0.5
case-db1c2c547b1e24bc,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-db1c2c547b1e24bc,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-db90930f2ce3e090,gemma4:12b,3,2,3,0.6666666666666666
case-db90930f2ce3e090,llama3.1:8b-instruct-q8_0,3,1,3,0.3333333333333333
case-db90930f2ce3e090,ministral-3:14b-instruct-2512-q4_K_M,3,0,3,0.0
case-dc14b267771cc49d,gemma4:12b,1,1,1,1.0
case-dc14b267771cc49d,llama3.1:8b-instruct-q8_0,1,0,1,0.0
case-dc14b267771cc49d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-dde11f06d79c8f8b,gemma4:12b,2,2,2,1.0
case-dde11f06d79c8f8b,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-dde11f06d79c8f8b,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-de0812a123144269,gemma4:12b,1,1,1,1.0
case-de0812a123144269,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-de0812a123144269,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-df58a0ae9079bc9e,gemma4:12b,1,1,1,1.0
case-df58a0ae9079bc9e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-df58a0ae9079bc9e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-df5edd576ae6e6bf,gemma4:12b,1,1,1,1.0
case-df5edd576ae6e6bf,llama3.1:8b-instruct-q8_0,1,0,1,0.0
case-df5edd576ae6e6bf,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-df7d09d69117fd4e,gemma4:12b,1,1,1,1.0
case-df7d09d69117fd4e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-df7d09d69117fd4e,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-dfb8333520da71d1,gemma4:12b,1,1,1,1.0
case-dfb8333520da71d1,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-dfb8333520da71d1,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e0415847d595a32a,gemma4:12b,1,1,1,1.0
case-e0415847d595a32a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e0415847d595a32a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e07dda650ff57b7a,gemma4:12b,3,1,3,0.3333333333333333
case-e07dda650ff57b7a,llama3.1:8b-instruct-q8_0,3,2,3,0.6666666666666666
case-e07dda650ff57b7a,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-e092494ef218951a,gemma4:12b,2,2,2,1.0
case-e092494ef218951a,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e092494ef218951a,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-e2d8dffd7209135f,gemma4:12b,2,2,2,1.0
case-e2d8dffd7209135f,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e2d8dffd7209135f,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-e33bdbd28c008ec0,gemma4:12b,1,1,1,1.0
case-e33bdbd28c008ec0,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e33bdbd28c008ec0,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e3b7ada098e4e660,gemma4:12b,1,1,1,1.0
case-e3b7ada098e4e660,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e3b7ada098e4e660,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e3e8650b6815c408,gemma4:12b,1,1,1,1.0
case-e3e8650b6815c408,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e3e8650b6815c408,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e429feb0c2a9f49c,gemma4:12b,1,1,1,1.0
case-e429feb0c2a9f49c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e429feb0c2a9f49c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e47eac906f5f4997,gemma4:12b,1,1,1,1.0
case-e47eac906f5f4997,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e47eac906f5f4997,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e4aa602db9064344,gemma4:12b,1,1,1,1.0
case-e4aa602db9064344,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e4aa602db9064344,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e4ac0a5e43d6be43,gemma4:12b,1,1,1,1.0
case-e4ac0a5e43d6be43,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e4ac0a5e43d6be43,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e50129a7d6461ffe,gemma4:12b,1,1,1,1.0
case-e50129a7d6461ffe,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e50129a7d6461ffe,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e56ce526ea8271a5,gemma4:12b,1,1,1,1.0
case-e56ce526ea8271a5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e56ce526ea8271a5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e5e81d227b73dbf2,gemma4:12b,1,1,1,1.0
case-e5e81d227b73dbf2,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e5e81d227b73dbf2,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e686e5b6c8809b92,gemma4:12b,1,1,1,1.0
case-e686e5b6c8809b92,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e686e5b6c8809b92,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e6a8fdf54339470d,gemma4:12b,2,1,2,0.5
case-e6a8fdf54339470d,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e6a8fdf54339470d,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-e7127ff79fe12b03,gemma4:12b,2,2,2,1.0
case-e7127ff79fe12b03,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e7127ff79fe12b03,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-e764072e11684240,gemma4:12b,3,3,3,1.0
case-e764072e11684240,llama3.1:8b-instruct-q8_0,3,1,3,0.3333333333333333
case-e764072e11684240,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-e7d9c60542aece0e,gemma4:12b,2,2,2,1.0
case-e7d9c60542aece0e,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-e7d9c60542aece0e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-e821db295328c0c4,gemma4:12b,1,1,1,1.0
case-e821db295328c0c4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-e821db295328c0c4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-e8681adc824f3196,gemma4:12b,2,2,2,1.0
case-e8681adc824f3196,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e8681adc824f3196,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-e8bac1e99b0c3a37,gemma4:12b,2,2,2,1.0
case-e8bac1e99b0c3a37,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-e8bac1e99b0c3a37,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-eae9d40b3c26eb1f,gemma4:12b,1,1,1,1.0
case-eae9d40b3c26eb1f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-eae9d40b3c26eb1f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-eb2b457d8658a166,gemma4:12b,2,2,2,1.0
case-eb2b457d8658a166,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-eb2b457d8658a166,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-eb837537afb53719,gemma4:12b,2,2,2,1.0
case-eb837537afb53719,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-eb837537afb53719,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-ebf0178ee41f3d25,gemma4:12b,1,1,1,1.0
case-ebf0178ee41f3d25,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ebf0178ee41f3d25,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ec4686633f1c75f0,gemma4:12b,1,1,1,1.0
case-ec4686633f1c75f0,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ec4686633f1c75f0,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ed465659b2d28ba7,gemma4:12b,1,1,1,1.0
case-ed465659b2d28ba7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ed465659b2d28ba7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ed912d244f3f932b,gemma4:12b,2,1,2,0.5
case-ed912d244f3f932b,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-ed912d244f3f932b,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-ee10eaa9acbaee49,gemma4:12b,1,1,1,1.0
case-ee10eaa9acbaee49,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ee10eaa9acbaee49,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-eecf57d0129b6729,gemma4:12b,2,1,2,0.5
case-eecf57d0129b6729,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-eecf57d0129b6729,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-eef424f9739896c2,gemma4:12b,2,2,2,1.0
case-eef424f9739896c2,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-eef424f9739896c2,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-ef347392f6aba290,gemma4:12b,1,1,1,1.0
case-ef347392f6aba290,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ef347392f6aba290,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ef9cf26c892fa28e,gemma4:12b,1,1,1,1.0
case-ef9cf26c892fa28e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ef9cf26c892fa28e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-efd92660d8a6453f,gemma4:12b,1,1,1,1.0
case-efd92660d8a6453f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-efd92660d8a6453f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-efd970723036eff6,gemma4:12b,1,1,1,1.0
case-efd970723036eff6,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-efd970723036eff6,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f0190ff9482ff327,gemma4:12b,1,1,1,1.0
case-f0190ff9482ff327,llama3.1:8b-instruct-q8_0,1,0,1,0.0
case-f0190ff9482ff327,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-f05b60a817f02dcf,gemma4:12b,1,1,1,1.0
