rule_id,rule_version,rule_text,input_category,recommended_category,applicable_query_categories,required_context,query_terms,candidate_terms,scenario_label,gender_context,formality_level,occasion_tags,season_tags,source_type,source_title,source_author_or_org,source_year,source_url_or_reference,source_locator,source_access_date,source_validation_status,source_reliability,evidence_summary,rule_scope,rule_limitations,audit_status,supersedes_rule_ids
K179,3,"Slip-on and low-profile sneakers suit outerwear that keeps the overall outfit light and mobile. Denim jackets, bombers, field jackets, cropped trenches, lightweight blazers, and overshirts work for travel and city casual; a heavy formal coat can overwhelm a very minimal shoe unless the rest of the outfit is intentionally streamlined. Clean footwear and a jacket with a clear silhouette are enough to make the combination feel considered.",shoes,outerwear,shoes,none,slip-on trainer|slip on trainer|low-profile sneaker|low profile sneaker|canvas shoe|canvas shoes|minimal sneaker|minimal sneakers,denim jacket|bomber|field jacket|cropped trench|light blazer|overshirt|light jacket|jacket|outerwear,slipon_sneaker_outerwear,general,casual to smart casual,travel|city|weekend|daytime,spring|summer|autumn,fashion_editorial,9 Summer Sneaker Outfits to Wear All Season Long,Vogue,2026,https://www.vogue.com/article/summer-sneaker-outfits,sections With a Mini Dress and Basket Bag and Baggy Jeans with a Cool-Girl Button-Up,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K180,3,"Platforms and wedges add height and visual weight, so outerwear should not erase that vertical effect. Cropped jackets, light blazers, denim jackets, suede jackets, and shorter trenches work well in spring and summer; a long coat can also work if the shoe remains visible beneath the hem. Keep outerwear relatively clean when the platform is highly textured or colourful, and use lighter fabrics for warm-weather occasions so the outfit does not feel bottom-heavy.",shoes,outerwear,shoes,none,platform shoe|platform shoes|platform pump|platform pumps|wedge|wedges|platform sandal|platform sandals,cropped jacket|light blazer|denim jacket|suede jacket|short trench|trench|light coat|jacket|outerwear,platform_wedge_outerwear,general,casual to evening,brunch|holiday|dinner|daytime,spring|summer|autumn,fashion_editorial,11 Heeled Sandal Outfits Perfect for Spring and Summer,Vogue,2026,https://www.vogue.com/article/heeled-sandal-outfits,sections pairing heeled sandals with clutch crossbody tote and shoulder bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K181,3,"Boots can support either practical or polished bags, but the bag should acknowledge the boot's visual weight. Chunky, combat, or biker boots work with crossbodies, shoulder bags, totes, and soft hobos for everyday wear; sleek ankle or riding boots can take a more structured shoulder bag or top-handle for city polish. Avoid pairing very rugged boots with a tiny ornate bag unless the contrast is intentional, because the accessory can look visually disconnected.",shoes,bags,shoes,none,boot|boots|low boot|low boots|lace-up boot|lace up boot|combat boot|combat boots|biker boot|riding boot|ankle boot|ankle boots,crossbody|cross body|shoulder bag|tote|hobo|structured shoulder bag|top handle|bag|handbag,generic_boot_bags,general,casual to smart casual,city|weekend|travel|dinner,all,fashion_editorial,What to Wear With Brown Boots: 20 Chic Brown-Boot Outfits,Who What Wear,2026,https://www.whowhatwear.com/what-to-wear-with-brown-boots,lines 127-129 171-172 225-230 257-259 272-273 326-331,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated bags types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K182,3,"Court shoes, pumps, and slingbacks look most coherent with bags that share their clean finish. Structured shoulder bags, top-handles, clutches, and compact totes work for work or dinner; a softer shoulder bag can relax lower heels for daytime. Exact colour matching is unnecessary—matching the level of polish, scale, or hardware is usually more sophisticated than making the shoe and bag identical.",shoes,bags,shoes,none,court shoe|court shoes|pump|pumps|slingback|slingbacks|kitten heel|kitten heels|pointed heel|pointed heels,structured shoulder bag|shoulder bag|top handle|clutch|compact tote|tote|bag|handbag,court_slingback_bags,general,smart casual to formal,work|dinner|event|daytime,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated bags types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K183,3,"Slip-on trainers, canvas shoes, and casual sneakers suit uncomplicated bags that preserve their easy character. Crossbodies, canvas totes, nylon shoulder bags, backpacks, and relaxed totes work for travel and weekends; a clean leather shoulder bag can sharpen the same shoes for a city outfit. Because the footwear is low-fuss, the bag can carry a little colour or texture as long as its shape remains practical.",shoes,bags,shoes,none,slip-on trainer|slip on trainer|canvas shoe|canvas shoes|casual sneaker|casual sneakers|trainer|trainers,crossbody|cross body|canvas tote|tote|nylon shoulder bag|shoulder bag|backpack|bag|handbag,slipon_trainer_bags,general,casual,travel|weekend|daytime|city,all,fashion_editorial,9 Summer Sneaker Outfits to Wear All Season Long,Vogue,2026,https://www.vogue.com/article/summer-sneaker-outfits,sections With a Mini Dress and Basket Bag and Baggy Jeans with a Cool-Girl Button-Up,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated bags types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K184,3,"Loafers and mules sit between casual and polished, so bags can follow the same middle ground. Shoulder bags, satchels, top-handles, compact totes, and neat crossbodies work for office and city wear; softer suede or hobo shapes can relax the combination for weekends. A structured bag is useful when the shoe is very minimal, while a softer bag keeps highly polished loafers or embellished mules from making the outfit feel too formal.",shoes,bags,shoes,none,loafer|loafers|mule|mules|backless loafer|slipper|slippers,shoulder bag|satchel|top handle|compact tote|tote|crossbody|cross body|hobo|bag|handbag,loafer_mule_bags,general,casual to smart casual,work|city|weekend|travel,all,fashion_editorial,What to Wear With Brown Boots: 20 Chic Brown-Boot Outfits,Who What Wear,2026,https://www.whowhatwear.com/what-to-wear-with-brown-boots,lines 127-129 171-172 225-230 257-259 272-273 326-331,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated shoes type and the locked recommendation explicitly matches one of the stated bags types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K185,3,"Shoulder and saddle bags can work with many tops, so use the bag's structure to set the tone. A leather or structured shoulder bag pairs well with blouses, fitted knits, button-ups, halter tops, and neat tees for city or dinner; a softer saddle bag works naturally with casual shirts, sweaters, and relaxed tops. If the bag has prominent hardware or fringe, keep the neckline and print quieter so the accessory remains a clear focal point.",bags,tops,bags,none,shoulder bag|saddle bag|flap bag|shoulder handbag,blouse|fitted knit|button-up|button up|shirt|halter top|t-shirt|t shirt|tee|sweater|top,shoulder_saddle_bag_top,general,casual to smart casual,city|dinner|weekend|daytime,all,fashion_editorial,The Summer 2026 Handbag Trends Defining the Season,Vogue,2026,https://www.vogue.com/article/spring-2026-handbag-trends,"2026 handbag shapes, materials, practicality, and styling context",2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K186,3,"A leather handbag or classic handbag already gives the outfit a polished anchor, so the top can be simple without looking underdressed. Blouses, fine knits, crisp shirts, polos, fitted tees, and one-shoulder tops all work depending on occasion; for work keep the line clean, while dinner allows a more fluid or asymmetric top. Rather than exact colour matching, coordinate formality and finish—smooth leather with cleaner tops, softer or worn leather with more relaxed textures.",bags,tops,bags,none,leather handbag|handbag|classic handbag|structured handbag|leather bag,blouse|fine knit|shirt|button-down|button down|polo|fitted tee|one-shoulder top|one shoulder top|top,leather_handbag_top,general,casual to smart casual,work|city|dinner|daytime,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K187,3,"Backpacks and messenger bags read as practical, so tops should usually support that function rather than imitate formal dressing. Tees, hoodies, sweatshirts, casual shirts, polos, and simple knits suit travel, campus, and weekend use; a crisp Oxford or fine knit can make a leather messenger bag feel more polished. Keep shoulder volume moderate so straps sit cleanly, and avoid fragile embellishment where the bag repeatedly rubs against the top.",bags,tops,bags,none,backpack|rucksack|messenger bag|messenger|satchel messenger|school bag,t-shirt|t shirt|tee|hoodie|sweatshirt|casual shirt|polo|knit|sweater|oxford shirt|top,backpack_messenger_top,general,casual to smart casual,travel|campus|weekend|city,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K188,3,"Mini bags and compact top-handles work best when the top is equally intentional because the accessory contributes style more than carrying capacity. Fitted tops, camisoles, silk blouses, halter tops, fine knits, and clean shirts work for dinner or events; a plain tee can create a deliberate high-low contrast for daytime. If the bag is embellished, metallic, or brightly coloured, let the top remain relatively restrained so the small accessory still reads clearly.",bags,tops,bags,none,mini bag|micro bag|small top handle|mini top handle|small handbag,fitted top|camisole|silk blouse|blouse|halter top|fine knit|shirt|t-shirt|t shirt|tee|top,mini_bag_dressy_top,general,smart casual to evening,dinner|event|daytime|city,all,fashion_editorial,The Vogue Guide to Formal Attire,Vogue,2025,https://www.vogue.com/article/the-vogue-guide-to-formal-attire,Formal attire shoes and accessories for women section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K189,3,"Shoulder and saddle bags are flexible enough to work with denim, trousers, and skirts, so use the bag's shape to control formality. Straight jeans and casual skirts suit softer shoulder bags; tailored trousers and cleaner midi skirts pair well with structured leather versions; a mini skirt can take a compact shoulder bag without overwhelming the silhouette. When the bag has fringe or strong hardware, keep the lower half simpler so the accessory remains the focal point.",bags,bottoms,bags,none,shoulder bag|saddle bag|flap bag|shoulder handbag,jeans|denim|straight jeans|trousers|pants|mini skirt|midi skirt|skirt|bottom,shoulder_saddle_bag_bottoms,general,casual to smart casual,city|weekend|work|dinner,all,fashion_editorial,The Summer 2026 Handbag Trends Defining the Season,Vogue,2026,https://www.vogue.com/article/spring-2026-handbag-trends,"2026 handbag shapes, materials, practicality, and styling context",2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated bottoms types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K190,3,"Crossbody bags work particularly well with skirts because the diagonal strap adds movement without requiring another large accessory. Denim, leather, mini, midi, and simple A-line skirts all work; choose a compact leather crossbody for city or dinner and a softer or nylon version for casual daytime. If the skirt already has print, texture, or hardware, keep the bag shape clean and avoid placing another busy focal point at the hip.",bags,bottoms,bags,none,crossbody|cross body|camera bag|sling bag|small crossbody,denim skirt|leather skirt|mini skirt|midi skirt|a-line skirt|a line skirt|skirt|bottom,crossbody_skirt,general,casual to smart casual,city|travel|weekend|dinner,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated bottoms types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K191,3,"A tote can work with skirts when the scale of the bag does not overwhelm the lower-body silhouette. Mini and straight skirts pair best with cleaner medium totes, while midi skirts can carry a larger work tote or shopper; a structured tote adds polish, and a canvas or soft tote keeps the outfit casual. If both skirt and tote are voluminous, use a more fitted top or defined waist elsewhere to keep the overall proportion controlled.",bags,bottoms,bags,none,tote|tote bag|shopper|large tote|work tote|canvas tote,mini skirt|midi skirt|straight skirt|pencil skirt|skater skirt|skirt|bottom,tote_skirt,general,casual to business casual,work|city|weekend|travel,all,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated bottoms types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K192,3,"Messenger bags and backpacks suit bottoms that support movement and practicality. Straight jeans, cargos, chinos, relaxed trousers, leggings, and casual skirts work for travel and everyday use; a leather messenger can also sit with cleaner tailored trousers for smart casual. Because the bag already has functional straps and compartments, avoid overloading the lower half with excessive pockets or hardware unless the utility aesthetic is deliberate.",bags,bottoms,bags,none,messenger bag|messenger|backpack|rucksack|school bag,jeans|denim|cargo pants|cargos|chinos|relaxed trousers|leggings|casual skirt|tailored trousers|bottom,messenger_backpack_bottoms,general,casual to smart casual,travel|campus|weekend|city,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated bottoms types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K193,3,"Shoulder and saddle bags can span casual to polished footwear, so the shoe should match the bag's finish rather than its exact colour. Loafers, flats, pumps, ankle boots, and clean sneakers all work; use smoother leather and sharper shoes for work or dinner, and softer bags with sneakers or relaxed boots for daytime. A compact bag can tolerate a stronger shoe, while a large or heavily detailed shoulder bag usually benefits from simpler footwear.",bags,shoes,bags,none,shoulder bag|saddle bag|flap bag|shoulder handbag,loafer|loafers|flat|flats|pump|pumps|ankle boot|ankle boots|sneaker|sneakers|shoe|shoes,shoulder_saddle_bag_shoes,general,casual to smart casual,work|city|weekend|dinner,all,fashion_editorial,The Summer 2026 Handbag Trends Defining the Season,Vogue,2026,https://www.vogue.com/article/spring-2026-handbag-trends,"2026 handbag shapes, materials, practicality, and styling context",2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated shoes types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K194,3,"Totes are practical enough to work with a broad range of shoes, but their scale should be reflected in the footwear. Loafers, clean sneakers, ankle boots, flats, and low pumps suit work and city use; a large slouchy tote pairs naturally with more relaxed shoes, while a structured work tote benefits from cleaner and more polished footwear. Avoid making both bag and shoe highly decorative unless the rest of the outfit is intentionally restrained.",bags,shoes,bags,none,tote|tote bag|work tote|shopper|large tote|canvas tote,loafer|loafers|sneaker|sneakers|ankle boot|ankle boots|flat|flats|pump|pumps|shoe|shoes,tote_shoes,general,casual to business casual,work|travel|city|weekend,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated shoes types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K195,3,"A classic or leather handbag works best with footwear that feels equally considered. Loafers, ballet flats, pumps, kitten heels, ankle boots, and clean sneakers can all work; choose sharper shoes for office or dinner and simpler flats or sneakers for daytime. Coordinate through formality, leather finish, or hardware rather than forcing an exact bag-and-shoe colour match, which can make the outfit feel overly literal.",bags,shoes,bags,none,handbag|classic handbag|leather handbag|structured handbag|leather bag,loafer|loafers|ballet flat|flats|pump|pumps|kitten heel|ankle boot|sneaker|sneakers|shoe|shoes,handbag_shoes,general,casual to smart casual,work|city|dinner|daytime,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated shoes types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K196,3,"Backpacks and messenger bags are function-first accessories, so footwear should usually support movement. Sneakers, trainers, practical boots, loafers, and slip-on shoes work for travel, campus, and commuting; a leather messenger can take a polished loafer or clean ankle boot for smart casual. Very formal pumps or delicate evening shoes are usually less coherent unless the bag itself is minimal and the contrast is deliberately styled.",bags,shoes,bags,none,backpack|rucksack|messenger bag|messenger|school bag,sneaker|sneakers|trainer|trainers|boot|boots|loafer|loafers|slip-on|slip on|shoe|shoes,backpack_messenger_shoes,general,casual to smart casual,travel|campus|commute|weekend,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated shoes types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K197,3,"Shoulder and saddle bags work with most everyday outerwear, but strap clearance and bag structure matter. Blazers, trenches, leather jackets, denim jackets, and tailored coats all work; use a structured bag to sharpen softer outerwear and a relaxed saddle shape to soften tailoring. Check that the strap sits comfortably over the shoulder and does not fight bulky sleeves or large lapels, because practical fit is part of whether the combination looks intentional.",bags,outerwear,bags,none,shoulder bag|saddle bag|flap bag|shoulder handbag,blazer|trench|trench coat|leather jacket|denim jacket|tailored coat|coat|jacket|outerwear,shoulder_saddle_bag_outerwear,general,casual to business casual,work|city|weekend|travel,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K198,3,"Totes pair especially well with outerwear used for commuting and daily wear. Trenches, wool coats, blazers, denim jackets, and puffers can all work; a structured tote reinforces tailoring, while a canvas or soft tote relaxes casual jackets. With bulky winter outerwear, use handles or straps long enough to clear the sleeve comfortably, and avoid an oversized tote plus oversized coat unless the deliberate volume is balanced elsewhere.",bags,outerwear,bags,none,tote|tote bag|work tote|shopper|large tote|canvas tote,trench|trench coat|wool coat|coat|blazer|denim jacket|puffer|puffer jacket|jacket|outerwear,tote_outerwear,general,casual to business casual,work|commute|travel|weekend,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K199,3,"Classic handbags and leather handbags suit outerwear with a similarly intentional finish. Blazers, tailored coats, trenches, leather jackets, and cardigan jackets all work; smooth structured bags reinforce polish, while softer leather can relax the same outerwear for daytime. Rather than exact colour matching, coordinate the visual weight and hardware: a very ornate handbag needs quieter outerwear, while a minimal bag can sit comfortably against texture or pattern.",bags,outerwear,bags,none,handbag|classic handbag|leather handbag|structured handbag|leather bag,blazer|tailored coat|coat|trench|leather jacket|cardigan jacket|jacket|outerwear,handbag_outerwear,general,casual to business casual,work|city|dinner|daytime,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K200,3,"Backpacks and messenger bags need outerwear that allows the straps to sit cleanly and supports their practical character. Bombers, denim jackets, field jackets, parkas, puffers, and relaxed coats work for travel and commuting; a clean wool coat can also work with a leather messenger for smart casual. Avoid delicate shoulder embellishment or very structured sleeves where repeated strap pressure will distort the jacket, and keep the bag scale proportionate to the outerwear bulk.",bags,outerwear,bags,none,backpack|rucksack|messenger bag|messenger|school bag,bomber|denim jacket|field jacket|parka|puffer|relaxed coat|wool coat|jacket|outerwear,backpack_messenger_outerwear,general,casual to smart casual,travel|commute|weekend|city,autumn|winter|spring,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bags type and the locked recommendation explicitly matches one of the stated outerwear types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
